loop_num,pred_intervals,input_size,MAPE,MAE,run_time
96,5,space24*time8,5.551725106039447,13.442534973235901,3655.2359471321106
96,10,space36*time40,7.349363842062002,18.143647160145246,4616.638565540314
96,15,space44*time12,8.146380900193861,19.43931684671154,4112.461679935455
96,20,space48*time28,8.276359656761432,20.741625310849216,4858.838505268097
