loop_num,pred_intervals,input_size,MAPE,MAE,run_time
93,5,space28*time16,6.703311013061176,11.82343797700858,3002.3532090187073
93,10,space28*time16,7.726079007692149,13.72210884437081,3238.2666158676147
93,15,space48*time20,7.884308135970324,13.983246763273382,4141.471932172775
93,20,space48*time24,8.30445548498945,14.989244106576312,4918.041854381561
