loop_num,pred_intervals,input_size,MAPE,MAE,run_time
104,5,space32*time16,6.159593455015791,12.57038373015754,4608.0461184978485
104,10,space12*time16,8.99553074959583,18.22543343189164,2786.578699350357
104,15,space52*time12,9.045345990939223,18.429069476759025,4220.433228254318
104,20,space44*time12,9.468980837753964,19.45217934020484,4312.010860681534
