pred_interval,space_time,MAPE,MAE
15,space4*time4,12.309639269434763,30.981125901273625
15,space4*time8,10.6639504496942,28.869171262537158
15,space4*time12,9.868665357490297,27.470296730603767
15,space4*time16,9.865968661368287,27.452248775009053
15,space4*time20,9.927083615024968,27.825691482068393
15,space4*time24,10.201944280299637,28.220554525617786
15,space4*time28,10.259492812950214,27.89795555903994
15,space4*time32,9.657972400461619,27.458326728742996
15,space4*time36,9.690912256429634,27.147909601791646
15,space4*time40,9.449658070531937,26.896743587284448
15,space8*time4,11.451498035042587,28.503504281415196
15,space8*time8,10.403670909055588,28.489112451284292
15,space8*time12,9.946228927306032,27.449559317440812
15,space8*time16,9.560199620982285,26.553397000943065
15,space8*time20,9.815733621532702,27.47795251989779
15,space8*time24,9.89722888589763,26.734952277130933
15,space8*time28,9.831656954706698,26.803069730355464
15,space8*time32,9.522893193959474,27.158871921294452
15,space8*time36,9.776242197525308,26.12058125274512
15,space8*time40,9.233473018379566,25.76668034177838
15,space12*time4,11.106725886910262,27.33394924552141
15,space12*time8,10.43367122839796,27.964765558988258
15,space12*time12,9.396409645560546,25.95028483789077
15,space12*time16,9.427248807350557,25.76854969799483
15,space12*time20,9.506581727423137,26.388278390748937
15,space12*time24,9.822716857031953,26.693609599015122
15,space12*time28,9.912842357784196,27.092442621462705
15,space12*time32,9.476556060266981,26.683281805247837
15,space12*time36,9.55350111284582,25.918208122825508
15,space12*time40,9.040489700940004,24.978017315433934
15,space16*time4,10.631841409420538,26.433922017263082
15,space16*time8,9.6095620989621,26.110565123282424
15,space16*time12,9.340667509761237,25.6430306763189
15,space16*time16,9.416803746254876,25.69362679122093
15,space16*time20,9.38825591524311,26.34129434264917
15,space16*time24,9.62666882027825,25.953445988021596
15,space16*time28,9.569486688102025,26.247640548545917
15,space16*time32,9.217593270286372,25.931624136217067
15,space16*time36,9.94037088521169,26.33663659304577
15,space16*time40,9.122571465635028,26.165406828845114
15,space20*time4,10.436391929809204,26.77691681684848
15,space20*time8,9.644752137994438,26.074927602781084
15,space20*time12,9.252874842370035,25.04200628062363
15,space20*time16,9.168947840394054,25.29845077624358
15,space20*time20,9.116872571991488,25.030292907374186
15,space20*time24,9.621684593548306,25.29636072026168
15,space20*time28,9.52813805861809,26.010706125742672
15,space20*time32,9.199302398736561,25.82920188423253
15,space20*time36,9.127895043864534,24.788513076612887
15,space20*time40,8.754279237089664,24.91058874259008
15,space24*time4,9.922053728274957,24.515319162928417
15,space24*time8,9.420387603951701,25.10114490261118
15,space24*time12,8.693186031693537,23.817804737673896
15,space24*time16,8.824542963269087,24.339006425093004
15,space24*time20,8.977554025784345,24.498689900124756
15,space24*time24,9.092231190176033,24.39622207568418
15,space24*time28,9.380561027927198,24.877989120712165
15,space24*time32,8.965021545327776,25.089142432667643
15,space24*time36,9.186876615079205,24.542160790482896
15,space24*time40,8.492607187087422,23.91462449372226
15,space28*time4,9.641712306930634,24.417045273466737
15,space28*time8,9.040777968446378,24.665727469691905
15,space28*time12,8.5538734712595,23.494642687386705
15,space28*time16,8.714519374452,24.152711892285126
15,space28*time20,8.790021835775264,24.56985511642607
15,space28*time24,8.943962703219992,23.664839435824387
15,space28*time28,9.237501931941134,25.067504195938223
15,space28*time32,8.834335724751107,25.12138557434082
15,space28*time36,9.038260953899766,24.08190704579116
15,space28*time40,8.880675662647594,26.481271631038837
15,space32*time4,9.43148667341221,24.048753315817095
15,space32*time8,8.944395337500376,24.685876877160084
15,space32*time12,8.748346670435316,23.83492947253301
15,space32*time16,8.854760306548615,24.25089856348329
15,space32*time20,8.681084765764922,24.228516757863346
15,space32*time24,9.031050364176432,24.754252198217014
15,space32*time28,9.220790550626557,25.022107594159767
15,space32*time32,8.66684482994377,24.403853819766443
15,space32*time36,9.155430169897874,25.366292171443945
15,space32*time40,8.623970961949864,23.919968236218764
15,space36*time4,9.589603316712521,24.030931613259686
15,space36*time8,8.900555013146505,24.568600333854445
15,space36*time12,8.63595133587727,23.488460799046376
15,space36*time16,8.738810770664477,23.757784231470474
15,space36*time20,8.733494869205884,24.40465341630295
15,space36*time24,8.991050313130843,24.27701102057807
15,space36*time28,9.127888164205709,24.29355739782239
15,space36*time32,8.732532331309923,24.48195464437996
15,space36*time36,8.690048116799522,23.553722202527574
15,space36*time40,8.782179774373922,25.399372868805436
15,space40*time4,9.65071799055545,23.979578077578974
15,space40*time8,8.919550029415326,24.084370116981855
15,space40*time12,8.42260006704039,23.35433379642402
15,space40*time16,8.770845133505444,24.08925206965497
15,space40*time20,8.838898115183802,24.918084915933903
15,space40*time24,8.756270330872752,23.876107689288023
15,space40*time28,9.132109431562753,24.274516878599886
15,space40*time32,8.710248487755146,24.440932827075944
15,space40*time36,8.92386137459474,24.417232082071745
15,space40*time40,8.424036419144844,23.567674093192096
