pred_interval,space_time,MAPE,MAE
5,space4*time4,8.33684523348323,20.088679926980756
5,space4*time8,7.962602563389761,19.14415171046457
5,space4*time12,8.218243681195611,19.698185367475695
5,space4*time16,7.787805868952199,18.730319311120255
5,space4*time20,7.603462349843364,18.20081542200552
5,space4*time24,7.793097873385862,19.106432857559167
5,space4*time28,7.829370109869136,19.173653083453647
5,space4*time32,7.593220843868456,18.73766068282692
5,space4*time36,7.638516135464618,18.97504195755087
5,space4*time40,7.747029283330708,18.982022510074188
5,space8*time4,7.001862527082066,17.154493877844896
5,space8*time8,6.623154331824023,15.903744438308442
5,space8*time12,6.919190856645692,16.628115213856294
5,space8*time16,6.894003852675103,16.640774719439417
5,space8*time20,6.954081232547045,16.517467880020394
5,space8*time24,6.677942804295382,16.582652268078114
5,space8*time28,6.817949560334642,16.957460357702608
5,space8*time32,6.597352069786106,16.37810809351336
5,space8*time36,6.815053316241048,16.84515035088075
5,space8*time40,6.835195332220142,16.44559937713742
5,space12*time4,6.436369549871205,15.611532188461211
5,space12*time8,6.307448410559557,15.118730723215434
5,space12*time12,6.554481214018916,15.639663955629068
5,space12*time16,6.306026909007078,15.123667866116588
5,space12*time20,6.409016827533872,14.821684453528121
5,space12*time24,6.157569576510422,15.123164238689615
5,space12*time28,6.520276495021024,15.864100431080917
5,space12*time32,6.474337574173843,16.049252571266095
5,space12*time36,6.569651978417793,15.964654322934852
5,space12*time40,6.388532756006542,15.310110838392495
5,space16*time4,6.119923074802239,14.69494849907424
5,space16*time8,6.058596178157601,14.51809157068858
5,space16*time12,6.14256300644876,14.880965264838197
5,space16*time16,6.730038584885731,16.246934399910497
5,space16*time20,6.2204321767528645,14.48950605961174
5,space16*time24,6.347819943508084,15.558619213332946
5,space16*time28,6.329034089470367,15.3431653862091
5,space16*time32,6.222205180278246,14.899502279518963
5,space16*time36,6.23486822382304,15.326433852252377
5,space16*time40,6.501709434673517,15.990702181580616
5,space20*time4,6.278822228437412,15.221987505016212
5,space20*time8,6.119202164975469,14.991801480047718
5,space20*time12,6.092459745769838,14.804322423103791
5,space20*time16,6.109629818748899,14.78078377839689
5,space20*time20,6.0990370723134495,14.663701358654558
5,space20*time24,6.141837838170626,14.974380017470398
5,space20*time28,6.2403049286035035,15.23710128729292
5,space20*time32,6.113158277414371,14.748173181799755
5,space20*time36,6.266087044622631,15.436859230403066
5,space20*time40,6.274202531642325,15.121327623389627
5,space24*time4,6.133536035571984,14.835674171676178
5,space24*time8,5.994853174472284,14.425349540482024
5,space24*time12,6.189684486846147,14.97808125234
5,space24*time16,5.979855410277022,14.426154269794992
5,space24*time20,6.182218928875807,14.563330700342478
5,space24*time24,5.926932269720722,14.436664599594739
5,space24*time28,6.330246427933947,15.28238318921279
5,space24*time32,6.2447279497601285,15.076182275340296
5,space24*time36,6.231869500771782,15.221003036407488
5,space24*time40,6.268478235896557,15.141316041050821
5,space28*time4,6.2145851897622295,14.98959131297951
5,space28*time8,6.077857996889217,14.95377846906285
5,space28*time12,6.331124313079729,15.385826675075727
5,space28*time16,6.11172830479955,14.544968143917973
5,space28*time20,6.256761388861565,15.005477377708923
5,space28*time24,6.290632765927761,15.709331169402857
5,space28*time28,7.070366053272494,18.329195566886334
5,space28*time32,6.339828800511682,15.425552180574751
5,space28*time36,6.329632278538494,15.7057314348135
5,space28*time40,6.326245887337452,15.525432687960263
5,space32*time4,6.192764765345408,14.869356225065129
5,space32*time8,6.084408495668879,14.72662101905503
5,space32*time12,6.2644477928066795,15.149732135591053
5,space32*time16,6.2182761901434915,15.371609551239471
5,space32*time20,6.288835736424186,15.028148547667817
5,space32*time24,6.495902109489166,15.820262339475343
5,space32*time28,6.577611815729301,15.785901469864148
5,space32*time32,6.1932604982756425,14.92717582067807
5,space32*time36,6.2235262595613206,15.43177810971009
5,space32*time40,6.4413141745759885,15.519317723665372
5,space36*time4,6.213062097069746,15.028561043882084
5,space36*time8,6.068825893630525,14.698156122675913
5,space36*time12,6.354340550998757,15.61211875271176
5,space36*time16,6.142539899459208,14.770312140129368
5,space36*time20,6.4460951356713485,15.297451098450365
5,space36*time24,6.268577389294009,15.539442903989796
5,space36*time28,6.653293382063758,16.204113454841597
5,space36*time32,6.299411668377123,15.318543930568438
5,space36*time36,6.35324461329963,15.454298311175167
5,space36*time40,6.391727178689777,15.22952758132106
5,space40*time4,6.3968473377342,15.304278647828244
5,space40*time8,6.106550806582331,14.596904237256078
5,space40*time12,6.631687594017036,16.22133002319747
5,space40*time16,6.386603963667937,15.488833930836673
5,space40*time20,6.405117043199959,14.966601824167427
5,space40*time24,6.567626372229853,15.64449552266146
5,space40*time28,6.522349381618363,15.794678017961607
5,space40*time32,6.483853420932433,15.337922296423962
5,space40*time36,6.4720652116296105,16.051347564349435
5,space40*time40,6.405355861656951,15.503815867254907
