pred_interval,space_time,MAPE,MAE
15,space4*time4,10.848030012667536,28.951817764921817
15,space4*time8,10.255393104518948,27.953730771412353
15,space4*time12,9.547182351118652,27.15991347388924
15,space4*time16,9.613876906178396,27.041263110627664
15,space4*time20,9.260284510993444,25.882344686881417
15,space4*time24,9.4129777949491,25.83940473048807
15,space4*time28,9.27198687614887,26.632871629523372
15,space4*time32,8.93982826111627,26.28135811817739
15,space4*time36,8.976718738684056,25.535394847071235
15,space4*time40,8.632058879258286,24.705589265820503
15,space8*time4,9.839869402125924,26.91364026555044
15,space8*time8,9.015188793252063,25.278045159037436
15,space8*time12,9.026576543297148,25.506409420518548
15,space8*time16,9.13190175816997,25.287593174152136
15,space8*time20,9.049479551146693,25.472922922716837
15,space8*time24,9.387985144873603,26.07820486164779
15,space8*time28,9.069302639539453,25.124607332106653
15,space8*time32,8.800721034076876,25.57905441082804
15,space8*time36,8.782677941359513,24.24985578236068
15,space8*time40,8.352520124925853,23.40783211736396
15,space12*time4,9.77748947714617,27.222287135780928
15,space12*time8,9.327574477148612,26.0004091699811
15,space12*time12,8.872780190748394,24.856599551749987
15,space12*time16,8.94782653177763,24.997516331521247
15,space12*time20,9.260136003868645,25.803612233780086
15,space12*time24,9.122242318068762,25.379834435826584
15,space12*time28,9.175495110244407,25.413348630021538
15,space12*time32,8.815196647712694,25.016271863501444
15,space12*time36,8.929302197841377,24.805600455798427
15,space12*time40,8.521851473944773,24.172625060128695
15,space16*time4,9.480256002962946,26.040458233770497
15,space16*time8,9.24166164443892,26.065973135624578
15,space16*time12,8.71047525680158,24.53686549264989
15,space16*time16,8.816695112750658,24.542097957924213
15,space16*time20,8.955434038998447,25.015223598851748
15,space16*time24,9.124272168111458,25.44246243172698
15,space16*time28,8.987756039106149,24.39752427005339
15,space16*time32,8.931051740835152,25.31016045440509
15,space16*time36,8.785865021667297,24.56754028260815
15,space16*time40,8.3771032501619,24.157939735776555
15,space20*time4,9.600269542625565,26.34738653491357
15,space20*time8,9.111019843850674,25.473260786405543
15,space20*time12,8.96179803193437,24.977594843019332
15,space20*time16,9.30524160420559,25.81596662728211
15,space20*time20,8.97815837179932,24.976040351165782
15,space20*time24,9.27326837718058,25.217831257150042
15,space20*time28,9.153518638296285,24.824626359267572
15,space20*time32,8.647450092958703,25.267206616507508
15,space20*time36,8.783127563330108,24.52252248296068
15,space20*time40,8.644582761002846,24.057128970915585
15,space24*time4,9.444459373793917,25.858516202001514
15,space24*time8,9.05282311812244,25.28611301411837
15,space24*time12,8.66056730448664,24.063147014025944
15,space24*time16,8.95530635200624,25.30578042676593
15,space24*time20,9.30644511647806,26.668361914168585
15,space24*time24,8.893267007182828,24.363167513474572
15,space24*time28,9.240311882556647,24.989278695536875
15,space24*time32,8.772462743588672,25.563952333282124
15,space24*time36,8.884174648415348,24.635258277018913
15,space24*time40,8.734125766244837,25.5942699891327
15,space28*time4,9.598046197719917,26.021243733845786
15,space28*time8,9.3034865469874,25.865531342155958
15,space28*time12,8.660299064585947,24.502454900541586
15,space28*time16,8.881556112084866,24.791930281523104
15,space28*time20,8.873620203736658,24.853892834200128
15,space28*time24,9.100396574829979,24.799138094309708
15,space28*time28,9.27228084318284,25.114291371541402
15,space28*time32,8.792082052568368,24.79961286452121
15,space28*time36,8.795245604237612,24.572720617467084
15,space28*time40,8.561190124177518,25.045350562049002
15,space32*time4,9.212092742234647,24.92432474604624
15,space32*time8,8.914578670297207,25.004687972181607
15,space32*time12,8.748015794588321,24.43761374151871
15,space32*time16,8.67217972837143,24.04083577996603
15,space32*time20,8.826722759953293,24.793580815146917
15,space32*time24,9.06790230657271,25.16205167884735
15,space32*time28,8.976359437859577,24.52573352167453
15,space32*time32,8.602148005400293,24.69305207562003
15,space32*time36,8.500614308710219,24.145889077418282
15,space32*time40,8.270267301445568,23.795311727789905
15,space36*time4,9.057344204794147,24.631471279852406
15,space36*time8,8.693386972718127,24.30357592817765
15,space36*time12,8.411209608709976,23.812313262683464
15,space36*time16,8.68169006864206,24.24763600993399
15,space36*time20,8.678220824206486,24.16912319262227
15,space36*time24,8.90240263081283,24.279867743988405
15,space36*time28,8.820761156153644,24.23680149232787
15,space36*time32,8.707393781825605,24.51206208877243
15,space36*time36,8.427938403236558,23.846018750008238
15,space36*time40,7.997780523177134,22.71181092833099
15,space40*time4,9.0761694239999,24.208043821414787
15,space40*time8,8.533161941635711,23.863382637661424
15,space40*time12,8.37764351492231,23.838349402343677
15,space40*time16,8.655512440626032,24.36457585288494
15,space40*time20,8.524728364204268,24.08956217630059
15,space40*time24,8.694329451599852,23.82786656112122
15,space40*time28,8.53538143495391,23.818733179873075
15,space40*time32,8.457400833123017,24.41908309812952
15,space40*time36,8.457652939817615,23.73115115517546
15,space40*time40,8.059177248605979,22.964851213438603
