loop_num,pred_intervals,input_size,MAPE,MAE,run_time
92,5,space20*time16,6.403531277943972,15.173508405828276,1953.747079372406
92,10,space36*time20,7.3712087854997534,17.371485753869596,3080.9087629318237
92,15,space40*time16,8.218161468951555,19.18620534283162,3206.4046380519867
92,20,space32*time4,9.025424288561243,21.078520037028603,2107.5050287246704
