loop_num,pred_intervals,input_size,MAPE,MAE,run_time
95,5,space16*time4,6.5479337378176385,14.980459558178564,1569.572482585907
95,10,space32*time20,7.820573406659596,18.501896136029238,3016.02795958519
95,15,space32*time16,8.589653461689432,20.1207813505215,2805.4701402187347
95,20,space32*time20,9.00978380568484,20.76028715853281,2632.2205634117126
