loop_num,pred_intervals,input_size,MAPE,MAE,run_time
96,5,space28*time4,5.835706585181687,13.57221612758979,2034.7857840061188
96,10,space40*time4,7.931373788068394,18.418454836085886,2491.7615134716034
96,15,space28*time16,8.562659760161457,20.364368892415975,2206.2442615032196
96,20,space44*time20,8.95282349344996,20.687970450369583,3304.7154376506805
