loop_num,pred_intervals,input_size,MAPE,MAE,run_time
93,5,space16*time24,6.8527295755253705,12.168969037721483,1879.7416625022888
93,10,space28*time16,7.865329540154404,13.609840707338948,2377.344106197357
93,15,space40*time4,8.770604871418662,15.00857942775338,2227.317779302597
93,20,space36*time24,8.584943089839651,14.971004755948659,3234.265226840973
