loop_num,pred_intervals,input_size,MAPE,MAE,run_time
99,5,space20*time8,5.251222590486447,12.478690595112875,1881.66641831398
99,10,space44*time8,7.9038402770728755,18.270891727105912,2972.847713947296
99,15,space52*time20,8.1522713193359,19.366872273057314,3759.612564563751
99,20,space56*time16,8.833174690644398,20.295432706632262,2588.9854249954224
